,original_label,score_x,twitter_id,Comments_x,MR1_label,score_y,Comments_y,MR2_label,score,Comments
406,m,0.9050530195236206,1467915612,needs another copy of visual studio 2008 ,POS,0.99136883020401,needs another copy of visual studio 2008 @asafrommaui Awesome! Happy Aloha Friday to you! ,POS,0.9911594986915588,needs another copy of visual studio 2008 @asafrommaui Awesome! Happy Aloha Friday to you! @RumLover No! u supposed to be my date 
407,n,0.8990355134010315,1467915670,"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in",POS,0.8196099400520325,"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in@ToniCrosby yeah i am i am soo excited  Xx",NEG,0.4997692108154297,"why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in@ToniCrosby yeah i am i am soo excited  XxAaaaand the nausea is back. "
408,n,0.9674450755119324,1467916510,omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail ,NEG,0.8240652680397034,"omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep ",NEG,0.9841264486312866,"omg i've an economics test. and i dont know all the things i have to know and omg im gonna fail Job Interview in Cardiff today, wish me luck! Got about 3 hours sleep Aww, Sandra Cantu is found dead in a suitcase  Missing children stories never seem to go good. Poor family."
409,n,0.9526039958000183,1467916595,"@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad ",NEG,0.4422488808631897,"@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad Almost done with work and will be on her way to NY in no time! Can't wait ",NEG,0.9845184087753296,"@robcthegeek Once upon a time Hundred Islands was the pride of Philippine tourism, but coral/clam/rare fish poaching did it in. Kinda sad Almost done with work and will be on her way to NY in no time! Can't wait I am in pain. My back and sides hurt. Not to mention crying is made of fail. "
410,n,0.9449600577354431,1467916695,"@Henkuyinepu yeah, apparently i have really bad taste ",POS,0.8543118238449097,"@Henkuyinepu yeah, apparently i have really bad taste @JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office ",NEG,0.7128853797912598,"@Henkuyinepu yeah, apparently i have really bad taste @JonathanRKnight Oh! Did I mention it? &quot;Gooooood Moooorniiiiiiing&quot;  from Germany! Im back in my cage....or better...my office @imaginarypeach now your leaving me  .... -gets sad-"
411,m,0.49939611554145813,1467916700,@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.,POS,0.9761289358139038,"@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday ",POS,0.4802573323249817,"@hummiemd I KNOW! I was really surprised since everyone recommends them on youtube.  I have to call them tomorrow and figure it all out.@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday @DogStarDaily Also, dogs don't respond b/c they're tired, sore, or just don't feel like it.  Sometimes it ain't a training issue at all.  "
412,n,0.9772647619247437,1467916820,Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..,NEG,0.9644361734390259,"Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..@geuis Cool, thanks,  glad I could help ",NEG,0.9405562877655029,"Waiting at the airport for my ride while I get harassed by 2 men trying to sell me ugly hats.. Why me?!  I just want to sleep..@geuis Cool, thanks,  glad I could help @mediocre_mum that's not a problem...that's a disaster "
413,n,0.9804967045783997,1467916841,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,NEG,0.9341522455215454,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKKthank you friday for being here week after week to kickstart my weekend.  what would i do without u?  TGIF tweeples!!  ,NEG,0.9271913766860962,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKKthank you friday for being here week after week to kickstart my weekend.  what would i do without u?  TGIF tweeples!!  i don't see the big deal with this website 
414,n,0.7863600254058838,1467916851,@celycarmo i'm sorry I don't understand your last comment ,NEU,0.5624526143074036,@celycarmo i'm sorry I don't understand your last comment VOTE for my boss @hao_country for Mr. Twitter Philippines  http://bit.ly/iH0pv,NEG,0.9680185914039612,@celycarmo i'm sorry I don't understand your last comment VOTE for my boss @hao_country for Mr. Twitter Philippines  http://bit.ly/iH0pvMy mom might have breast cancer won't find out anything for. Like a week I'm so worried! 
415,m,0.9096906781196594,1467916959,@OfficialRandL when is the announcement? i stayed up late last night ,POS,0.5096439719200134,@OfficialRandL when is the announcement? i stayed up late last night smile child! ,NEG,0.6869683861732483,@OfficialRandL when is the announcement? i stayed up late last night smile child! is watching the hill . . .and its making me sad 
416,n,0.9774550199508667,1467917177,"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???",NEG,0.9704406261444092,"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???@BFAS I finally ordered two bracelets. Yay! ",NEG,0.9611340761184692,"@KishoreK this is strange, illegal torrents avlbl everywhere, legal DVD not in stock  What do I do now???@BFAS I finally ordered two bracelets. Yay! I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. "
417,p,0.565480649471283,1467917302,ITS NOT ENOUGH TO SAY THAT IMISS U ,POS,0.8649411201477051,ITS NOT ENOUGH TO SAY THAT IMISS U @xTwilighter Going out for dinner - will phone ya when I get bk about 2moro!  Have got everything sorted!,NEG,0.9372245669364929,ITS NOT ENOUGH TO SAY THAT IMISS U @xTwilighter Going out for dinner - will phone ya when I get bk about 2moro!  Have got everything sorted!@frago I hate you. I didn't need to see that. I need to call my therapist now. 
418,n,0.6852179169654846,1467917484,This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS ,NEU,0.48413023352622986,This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS @zacxwolf of course!! ,NEG,0.901771068572998,This trolley has up packed in like sardines! Padre game and they REMOVE a car?! Good call MTS @zacxwolf of course!! my throat is raw. 
419,m,0.8781901001930237,1467917499,"@RandomlyNat Jeez, I was just trying to help  Haha.",POS,0.6904070973396301,"@RandomlyNat Jeez, I was just trying to help  Haha.Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.",NEG,0.9797577261924744,"@RandomlyNat Jeez, I was just trying to help  Haha.Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.Wow. The most depressing thing in the world is losing a video that you've created in a matter of seconds.  #FML"
420,m,0.7398090958595276,1467917718,@SupaMagg that happened to me saturday night. along with my glittery green lighter! ,POS,0.9207009673118591,"@SupaMagg that happened to me saturday night. along with my glittery green lighter! @leomakkinje hey I'm on vacation, I'm supposed to do things I like  like sitting next to a pc user with my shiny powerbook ;)",NEU,0.5256297588348389,"@SupaMagg that happened to me saturday night. along with my glittery green lighter! @leomakkinje hey I'm on vacation, I'm supposed to do things I like  like sitting next to a pc user with my shiny powerbook ;)is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for "
421,m,0.8761205673217773,1467917800,trying to reduce the number of cigarettes in each day! ,POS,0.6184403300285339,trying to reduce the number of cigarettes in each day! @sarah2175 thanks for the follow Friday ,NEU,0.5140976309776306,trying to reduce the number of cigarettes in each day! @sarah2175 thanks for the follow Friday @RumLover No! u supposed to be my date 
422,n,0.9804028272628784,1467918015,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to ,NEG,0.9678422212600708,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to I think I'm still full from dinner last night! Thanks Mel ,NEG,0.9547404050827026,yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to I think I'm still full from dinner last night! Thanks Mel I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good. 
423,n,0.8910840153694153,1467918552,gotta do my cooking assignment  its too hard,NEU,0.5842940211296082,gotta do my cooking assignment  its too hard@sc430girl Howdy Girly! Are the hippos behaving this fine Friday? GO PENS!!!  ,NEU,0.472718745470047,gotta do my cooking assignment  its too hard@sc430girl Howdy Girly! Are the hippos behaving this fine Friday? GO PENS!!!  @jpwrye41 no it isnt..embrace it 
424,m,0.7991676330566406,1467918560,"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never ",NEU,0.7463493347167969,"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never morning! goin to the tea room with my besties ",NEG,0.9600487351417542,"@treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never morning! goin to the tea room with my besties couldn't get shit done today ~ i'm so screwed "
425,m,0.7595597505569458,1467918682,"@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here",POS,0.7527146935462952,"@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here@serenetan got leh...bright bright ",POS,0.8309329748153687,"@jennifermf I know!  I'm a night owl by nature, hahaha Am I a time zone behind you? It's almost 1 here@serenetan got leh...bright bright just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. "
426,n,0.9309736490249634,1467918728,@mamasvan lol - nope! but i did have complete #camerafail ,NEG,0.6165017485618591,@mamasvan lol - nope! but i did have complete #camerafail @psyfe Sounds like a great solution strategy ,NEG,0.8648048639297485,@mamasvan lol - nope! but i did have complete #camerafail @psyfe Sounds like a great solution strategy Is terrified she accidentally deleted a reference in her management assignment and hopes she doesnt get in trouble when she gets back 
427,n,0.8808717131614685,1467918812,@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!,NEU,0.4121553599834442,"@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!@pchaney By the way, I learned about you from @ines, a presentation she gave for #smcsf, spoke verrry highly of you.  ",NEG,0.5213719010353088,"@maxime68 @megelder But! I'm useless if I don't sleep  It's not fair! I want all the fun as well!!!@pchaney By the way, I learned about you from @ines, a presentation she gave for #smcsf, spoke verrry highly of you.  Has now gotten somebody to read his tweets, but cant get them to make an account. "
428,m,0.5171699523925781,1467918850,My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!,POS,0.9912181496620178,My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!@julieebaby awe i love you too!!!! 1 am here  i miss you,POS,0.9295908212661743,"My Pookie has a UTI.  I have to be Nurse Gabbie and get him back to 100%!!! No more sodas!!!!!!!!!!!!!!@julieebaby awe i love you too!!!! 1 am here  i miss you@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. "
429,n,0.9134511947631836,1467919055,@jillianfish tweet something damn it!  and hang out with me please? ,NEU,0.5513521432876587,@jillianfish tweet something damn it!  and hang out with me please? @sarah2175 thanks for the follow Friday ,NEG,0.6954699158668518,"@jillianfish tweet something damn it!  and hang out with me please? @sarah2175 thanks for the follow Friday If he doesn't get better in a few days, he could have something lodged in his belly "
430,m,0.9517244696617126,1467919452,@anistorm ,POS,0.988362729549408,@anistorm I really enjoyed my 3 sandwiches..yea so what I'm greedy ,POS,0.7257487773895264,@anistorm I really enjoyed my 3 sandwiches..yea so what I'm greedy My thoughts are with Sandra Cantu's family at this difficult and sad time 
431,n,0.5081982612609863,1467919538,"I'm SO behind in video games, and everything for that matter. I'm yesterday's news ",NEU,0.7716026902198792,"I'm SO behind in video games, and everything for that matter. I'm yesterday's news Good Afternoon everyone ",NEG,0.9797934293746948,"I'm SO behind in video games, and everything for that matter. I'm yesterday's news Good Afternoon everyone I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. "
432,m,0.8151522874832153,1467919762,"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha",POS,0.8707776069641113,"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha@nicolerichie OH MY YES!! i miss ",NEU,0.6378450989723206,"@sleep_til_noon I did, it was the only one left but I got tempted and ate it soon as I got home  I had a chocolate velvet &amp; ate d mocha@nicolerichie OH MY YES!! i miss I'm really cold. I don't want to go to sleep yet but there's nothing to do "
433,n,0.9849254488945007,1467919765,Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! ,NEG,0.9739408493041992,Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! @mattChevy Get outta here! That's awesome! Though I think we may need to put that to the test one of these days ,NEG,0.9825736880302429,Is stressing out because my blackberry keeps flashing a red alert status for no reason!! Its faking me out and I hate it!!! @mattChevy Get outta here! That's awesome! Though I think we may need to put that to the test one of these days this week is not going as i had hoped 
434,m,0.7802335023880005,1467922983,http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. ,POS,0.9908393025398254,http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. ddub is sooooo HOT!  And Joey of course...still the love of my life! ,POS,0.575524091720581,http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. ddub is sooooo HOT!  And Joey of course...still the love of my life! A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.
435,n,0.8949711918830872,1467923235,When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. ,NEG,0.7042461633682251,When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. I think I'm still full from dinner last night! Thanks Mel ,NEG,0.8923752903938293,When to the shoe repair shop and the guy could not find my shoes!  So I have to go back and see if he can find them in a couple days. I think I'm still full from dinner last night! Thanks Mel @rumblepurr lol.. wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too
436,n,0.6707413792610168,1467923247,@B_Barnett I did not really see that coming ,NEG,0.498492568731308,@B_Barnett I did not really see that coming I need a hug ,NEG,0.9020238518714905,@B_Barnett I did not really see that coming I need a hug @imaginarypeach now your leaving me  .... -gets sad-
437,n,0.9090180993080139,1467923370,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. ",POS,0.959023118019104,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. @NataliaBonbon U2....  Play some good songs....can't wait for the summer, we have very cold weather here...",NEG,0.9416391849517822,"just woke up from the most vivid, sketchy, not-cool dreams of my life. time to stare at the wall with the lights on. @NataliaBonbon U2....  Play some good songs....can't wait for the summer, we have very cold weather here...@labelsnotlove   my home town. My mammy called all depressd.  Pls explain y a parent let their 8yr old child walk alone? Hello? Its 2009!"
438,n,0.7964568138122559,1467923445,it'll take 3 days for my sister to get her passport ,NEU,0.8148457407951355,it'll take 3 days for my sister to get her passport you're welcomed @MrFloydNL @Lunabee_art @derivativeofu @smallandround #FollowFriday #FF ,NEG,0.7816932201385498,it'll take 3 days for my sister to get her passport you're welcomed @MrFloydNL @Lunabee_art @derivativeofu @smallandround #FollowFriday #FF omg. my mouth is in so much pain  i just wanna sleep untill its time to take my braces off.
439,p,0.9854559302330017,1467923775,@nicolerichie OH MY YES!! i miss ,POS,0.992285966873169,"@nicolerichie OH MY YES!! i miss Today's gonna be a good day, cause I said it's gonna be a good day ",POS,0.9715203642845154,"@nicolerichie OH MY YES!! i miss Today's gonna be a good day, cause I said it's gonna be a good day why to we, the only school in the world, be in this week.My school is silly  anyway... look on the bright side. When i'm off, u will be in"
440,n,0.9753750562667847,1467924273,Uh oh... I think I am getting sick ,NEG,0.7502249479293823,Uh oh... I think I am getting sick @Laurenkatee hope everything is ok for you and things get better ,NEG,0.9210688471794128,Uh oh... I think I am getting sick @Laurenkatee hope everything is ok for you and things get better Hanging in Crooners. Wanna sing. Can't. Sucks. 
441,n,0.9823204278945923,1467924690,Good GOD they ruined my belly button!!!  ,NEG,0.9799339771270752,Good GOD they ruined my belly button!!!  @Trucco905 Hi Nadia!  Good to see you here! How did your interview go?,NEG,0.9827921986579895,Good GOD they ruined my belly button!!!  @Trucco905 Hi Nadia!  Good to see you here! How did your interview go?gotta do my cooking assignment  its too hard
442,m,0.8866731524467468,1467924823,Watching Who Framed Roger Rabbit. Makes me miss Toon Town. ,POS,0.5446583032608032,"Watching Who Framed Roger Rabbit. Makes me miss Toon Town. deixei o tom com medo, depois do I know you're there. ahahah :x te amo Tom! ",NEU,0.6671105027198792,"Watching Who Framed Roger Rabbit. Makes me miss Toon Town. deixei o tom com medo, depois do I know you're there. ahahah :x te amo Tom! Crap. I need more dresses too. "
443,p,0.9842485785484314,1467925327,"@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through ",POS,0.9834696054458618,"@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through @moirarogersbree @trishheylady @TheRaeRae Thanks for #FF ",NEG,0.7087388634681702,"@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through @moirarogersbree @trishheylady @TheRaeRae Thanks for #FF @ircmaxell - I think I need to find better anti-depressants.  I think this Paxil/Wellbutrin combo is losing its efficacy.  "
444,n,0.9818176627159119,1467925657,running nose + spinning head = not a good combination for a meeting! ,NEG,0.9306804537773132,running nose + spinning head = not a good combination for a meeting! the packing begins!!!!!! feeling good ,NEG,0.9847079515457153,running nose + spinning head = not a good combination for a meeting! the packing begins!!!!!! feeling good I'm stuck awake in the middle of the night for the second day in a row. And I felt terrible yesterday. 
445,n,0.9592921733856201,1467926153,@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence ,NEG,0.9702301621437073,@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence help me forget 8th april &amp; 13th july! ,NEG,0.980256199836731,@EazyDoesIt87 NEGATIVE.. you lost my vote of confidence help me forget 8th april &amp; 13th july! Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435
446,n,0.9673603177070618,1467926444,Nasty budget due and my iphone is being sent to Apple today. ,NEU,0.5791727900505066,Nasty budget due and my iphone is being sent to Apple today. @MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos. ,NEG,0.6208571791648865,Nasty budget due and my iphone is being sent to Apple today. @MizzChievouz Hey girl. The site is back.  Girlyvue is back and they have even more videos. @AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that 
447,n,0.9810019135475159,1467926546,@Sofii_Noel thatÃ¯Â¿Â½s bad ,POS,0.992094099521637,"@Sofii_Noel thatÃ¯Â¿Â½s bad Hi @livingdollshop Ummm, I'm not too proud to say I'm swooning with your follow.  Looking fwd to your tweets!",POS,0.8754684925079346,"@Sofii_Noel thatÃ¯Â¿Â½s bad Hi @livingdollshop Ummm, I'm not too proud to say I'm swooning with your follow.  Looking fwd to your tweets!ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now "
448,n,0.9625336527824402,1467926632,"Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anything",NEG,0.6503425240516663,"Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anythingRound one of three complete! Getting some chow, a workshop, then the good (hard) stuff: monologues et 2 person scenes! Bring it!! ",NEG,0.903031587600708,"Dammit, episode 3 of Kings won't play for some reason  stopped in the middle now won't do anythingRound one of three complete! Getting some chow, a workshop, then the good (hard) stuff: monologues et 2 person scenes! Bring it!! thought sleeping in was an option tomorrow but realizing that it now is not. evaluations in the morning and work in the afternoon! "
449,n,0.9806643724441528,1467927016,I'm so upset that I missed my chat and quiz online because my free internet has ceased ,NEG,0.9158706665039062,I'm so upset that I missed my chat and quiz online because my free internet has ceased poor socks  luvvvvv the golden retriever!! I want one sighhhh,NEG,0.9471195936203003,"I'm so upset that I missed my chat and quiz online because my free internet has ceased poor socks  luvvvvv the golden retriever!! I want one sighhhh@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! "
450,n,0.97061687707901,1467927126,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! ,NEG,0.70099276304245,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! @auntchrisbronx but a beautiful twittering cat with insight.  Not like @sockington. ,NEG,0.7774538397789001,can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! @auntchrisbronx but a beautiful twittering cat with insight.  Not like @sockington. My man crush Jake Peavy let me down  #gayforpeavy
451,n,0.7895499467849731,1467927987,Car show season has started without me ,NEU,0.7036449909210205,Car show season has started without me The Wonder Girls are touring with the Jonas Brothers... Hm.. That's... cool. I guess ,NEU,0.7904654741287231,Car show season has started without me The Wonder Girls are touring with the Jonas Brothers... Hm.. That's... cool. I guess is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for 
452,n,0.9639090299606323,1467928014,my throat is raw. ,NEU,0.7984517216682434,"my throat is raw. @mandy_payne I like upside down best  with the harness to make me feel secure, lol",NEG,0.6832472681999207,"my throat is raw. @mandy_payne I like upside down best  with the harness to make me feel secure, lolI'm sweating my forthcoming trip to E3.  If I can't find someone to crash with while I'm out there, I may be screwed.  "
453,n,0.8935563564300537,1467928037,@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for real,NEG,0.8297350406646729,@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for realpoor socks  luvvvvv the golden retriever!! I want one sighhhh,NEG,0.7862063646316528,"@KevChoice I just don't get it. What in a persons mind could even have them on some ish like this???  My prayers are with her fam for realpoor socks  luvvvvv the golden retriever!! I want one sighhhhHas now gotten somebody to read his tweets, but cant get them to make an account. "
454,n,0.9850591421127319,1467928300,@frago I hate you. I didn't need to see that. I need to call my therapist now. ,NEG,0.9842146635055542,"@frago I hate you. I didn't need to see that. I need to call my therapist now. @buckhollywood hello, oh god of youtube!  #followfriday *scandalous!*",NEG,0.9848530292510986,"@frago I hate you. I didn't need to see that. I need to call my therapist now. @buckhollywood hello, oh god of youtube!  #followfriday *scandalous!*@mamasvan lol - nope! but i did have complete #camerafail "
455,m,0.7222800254821777,1467928490,Twilight didn't come yesterday  fingers crossed for today,POS,0.5429719686508179,"Twilight didn't come yesterday  fingers crossed for todayBTW, either I was REALLY hungry or that pizza was REALLY good ~ LMAO ",NEU,0.5604684948921204,"Twilight didn't come yesterday  fingers crossed for todayBTW, either I was REALLY hungry or that pizza was REALLY good ~ LMAO @mediocre_mum that's not a problem...that's a disaster "
456,p,0.9618158936500549,1467928676,@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!,POS,0.992244303226471,"@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!Celebrating National Donut day with sweet creative thinking    Ahhhh, sugar high helps marketing ideas! Is there a national chocolate day?",POS,0.9907637238502502,"@NileLegania glad I was able help you feel better. I hate to see you sick  Love you!Celebrating National Donut day with sweet creative thinking    Ahhhh, sugar high helps marketing ideas! Is there a national chocolate day?@Poohpot lmao im sorry poohpot i ate it all! "
457,n,0.5819675922393799,1467928749,is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for ,POS,0.9722466468811035,"is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for anyone know a cost-effective,dynamic young copywriter who may be willing to barter services? I love helping fellow young entrepreneurs  !",POS,0.7064943313598633,"is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for anyone know a cost-effective,dynamic young copywriter who may be willing to barter services? I love helping fellow young entrepreneurs  !Home from Franklin street, I almost jumped over a fire. Someone kicked it before I could.  Jenny lost her shoe."
458,m,0.9403998255729675,1467928764,"You know, I was thinking... I need money ",POS,0.9866977334022522,"You know, I was thinking... I need money Today's weather is wonderful. Cloudy, windy, and supposed to max out 10 degrees cooler than yesterday. This is my kind of weather. ",NEG,0.8690767884254456,"You know, I was thinking... I need money Today's weather is wonderful. Cloudy, windy, and supposed to max out 10 degrees cooler than yesterday. This is my kind of weather. walking home from school drains all my energy "
459,m,0.7334313988685608,1467929184,omg..its jst teusday ,POS,0.9280422329902649,omg..its jst teusday @BFAS I finally ordered two bracelets. Yay! ,NEG,0.48944953083992004,"omg..its jst teusday @BFAS I finally ordered two bracelets. Yay! ...and, India missed out its 100th Test victory n 10th consecutive win without a loss. "
460,m,0.8616880178451538,1467929230,@ddlovato @David_Henrie ummmmm i cant find it. ,POS,0.991230845451355,"@ddlovato @David_Henrie ummmmm i cant find it. @PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxx",POS,0.9908003211021423,"@ddlovato @David_Henrie ummmmm i cant find it. @PaulaAbdul awww, Good luck Paula!! Please don't work too hard  but I hope you have fun  Your new album is gonna be amazing!  xxxbad day at the betfair office "
461,m,0.9510616064071655,1467929248,Just heard that they found Sandra Cantu... She was only 8 yrs old ,POS,0.7470430731773376,Just heard that they found Sandra Cantu... She was only 8 yrs old thanks nora~good luck for ur paper tomorrow ,NEU,0.7705237865447998,Just heard that they found Sandra Cantu... She was only 8 yrs old thanks nora~good luck for ur paper tomorrow im sad now  Miss.Lilly
462,m,0.4948611557483673,1467929601,@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...,NEU,0.829971969127655,@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...@BFHeroes hope its done soon ,NEG,0.8956080675125122,@corrosivecandy Ive forgotten how to snoo-snoo  I wonder if snoo-snoo and I will ever meet again...@BFHeroes hope its done soon ok I'm sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ. BED now 
463,n,0.9398264288902283,1467929809,@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that ,POS,0.6214133501052856,@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that @devvvv_  thanks. feel better!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,NEG,0.9738948345184326,@AmaNorris wow that last tweet made me seem like a giant sexist...sorry about that @devvvv_  thanks. feel better!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!@Sofii_Noel thatÃ¯Â¿Â½s bad 
464,n,0.9837055206298828,1467929915,"My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! ",NEG,0.9689422845840454,"My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! Congrats to atlassian (http://www.atlassian.com/), finally the free beer for Java Posse payed off ",NEG,0.9794133901596069,"My bathtub drain is fired: it haz 1 job 2 do, &amp; it iz FAIL. I got all Drano on its ass, &amp; iz STILL NOT DRAINING. I wanna shower, dangit!! Congrats to atlassian (http://www.atlassian.com/), finally the free beer for Java Posse payed off @caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . ."
465,n,0.9304525852203369,1467930017,stuck at home ,NEU,0.5761275291442871,stuck at home @williechan in KL at a foam party watching the craziness  u done with work and having some fun with ur Friday?,NEG,0.6320071220397949,stuck at home @williechan in KL at a foam party watching the craziness  u done with work and having some fun with ur Friday?@B_Barnett I did not really see that coming 
466,m,0.9383665919303894,1467930083,@nomadicmatt mine is 1/10  how do you get it up?,POS,0.9451355338096619,@nomadicmatt mine is 1/10  how do you get it up?@billy_norris Enjoy the view! Do you have any more pics to share with us? ,POS,0.7845363020896912,@nomadicmatt mine is 1/10  how do you get it up?@billy_norris Enjoy the view! Do you have any more pics to share with us? is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for 
